Id,satisfaction_level,number_project,average_monthly_hours,time_spend_company_in_yrs,Work_accident,promotion_last_5years
125252,0.83,4,269,3,0,1
125253,0.66,3,262,2,1,0
125254,0.92,4,263,4,0,0
125255,0.59,5,191,3,0,1
125256,0.6,2,189,2,0,1
125257,0.68,5,207,4,1,1
125258,0.58,3,265,6,0,1
125259,0.93,5,224,2,0,0
125260,0.66,3,229,3,0,1
125261,0.8,3,158,3,0,0
125262,0.28,5,202,5,0,1
125263,0.84,4,216,2,0,0
125264,0.86,4,220,5,0,0
125265,0.46,2,172,2,1,1
125266,0.94,3,187,2,0,1
125267,0.8,3,270,2,1,0
125268,0.13,6,219,6,0,0
125269,0.95,3,243,3,1,1
125270,0.93,4,261,4,0,1
125271,0.86,4,179,3,0,0
125272,0.67,5,133,2,0,1
125273,0.73,4,224,3,0,1
125274,0.62,4,198,2,0,1
125275,0.53,5,135,2,0,1
125276,0.68,3,143,3,0,0
125277,0.69,4,234,2,0,1
125278,0.66,3,177,3,0,0
125279,0.98,5,180,3,0,1
125280,0.57,3,193,6,0,1
125281,0.64,5,148,4,0,0
125282,0.71,3,194,4,0,0
125283,0.94,3,271,4,0,1
125284,0.8,3,135,2,0,1
125285,0.59,4,136,2,0,0
125286,0.95,6,243,3,0,0
125287,1,2,210,5,0,1
125288,0.53,3,163,4,0,1
125289,0.35,5,268,3,0,1
125290,0.73,3,244,3,0,0
125291,0.89,4,164,3,0,1
125292,0.21,4,260,3,0,0
125293,0.21,5,153,3,0,1
125294,0.6,4,216,2,1,0
125295,0.94,2,198,3,0,1
125296,0.92,4,196,3,1,0
125297,0.92,3,218,3,0,0
125298,0.71,5,167,3,0,1
125299,0.69,4,264,3,0,0
125300,0.26,2,284,2,0,0
125301,0.21,4,218,6,0,1
125302,0.36,2,192,2,0,1
125303,0.81,5,255,4,1,1
125304,0.54,3,251,2,0,1
125305,0.63,5,248,2,0,1
125306,0.86,5,157,4,0,1
125307,0.8,5,240,2,0,0
125308,0.55,5,262,3,0,1
125309,0.18,3,130,2,1,0
125310,0.88,3,152,3,0,1
125311,0.65,4,256,2,0,1
125312,0.99,3,139,2,0,1
125313,0.88,4,195,2,0,1
125314,0.67,3,205,5,0,0
125315,0.53,4,265,2,0,0
125316,0.83,5,246,3,0,1
125317,0.36,3,100,3,0,1
125318,0.62,5,150,3,1,0
125319,0.72,4,147,2,0,0
125320,0.79,4,244,3,0,0
125321,1,4,256,3,0,1
125322,0.65,4,266,3,1,0
125323,0.84,3,199,4,0,1
125324,0.81,2,236,3,0,1
125325,0.59,3,203,2,1,1
125326,0.78,3,156,3,0,1
125327,0.22,5,109,4,0,0
125328,0.96,5,248,3,0,0
125329,0.85,4,254,2,0,1
125330,0.12,6,166,3,0,0
125331,0.6,4,264,2,1,0
125332,0.93,5,266,3,0,0
125333,0.73,4,138,2,0,1
125334,0.7,3,151,2,0,1
125335,0.18,4,132,3,0,1
125336,0.81,4,133,3,0,0
125337,0.28,4,275,6,0,0
125338,0.74,3,275,3,0,0
125339,0.5,4,272,5,0,1
125340,0.83,4,201,2,1,1
125341,0.55,3,164,2,0,1
125342,0.77,4,224,2,0,1
125343,0.92,4,201,2,0,0
125344,0.59,5,169,2,1,0
125345,0.45,4,149,3,0,1
125346,0.76,3,271,3,0,1
125347,0.89,4,137,3,0,0
125348,0.73,3,208,2,0,1
125349,0.65,3,231,3,0,0
125350,0.14,3,196,5,1,1
125351,0.3,2,159,4,0,0
125352,0.53,5,184,3,0,1
125353,0.66,3,257,3,0,1
125354,0.84,3,234,2,0,0
125355,0.74,3,239,4,1,1
125356,0.56,2,255,3,0,0
125357,0.42,4,146,3,1,1
125358,0.29,5,103,6,0,0
125359,0.54,5,206,4,0,0
125360,0.8,3,253,2,1,1
125361,0.89,4,245,4,0,0
125362,0.92,3,261,3,1,1
125363,0.87,4,217,3,0,1
125364,0.76,4,172,3,1,1
125365,0.64,3,221,3,0,1
125366,0.83,2,246,5,1,0
125367,0.55,3,145,4,0,0
125368,0.83,5,168,3,0,0
125369,0.58,5,184,3,0,0
125370,0.67,4,186,3,0,1
125371,0.65,3,238,3,0,1
125372,0.89,5,203,3,0,1
125373,0.84,5,195,3,0,1
125374,0.5,5,264,2,0,1
125375,0.7,3,256,3,0,1
125376,0.79,5,268,3,0,0
125377,0.19,6,243,6,1,0
125378,0.89,4,136,2,1,1
125379,0.36,2,136,6,0,0
125380,0.62,5,165,3,0,0
125381,0.84,6,166,4,0,0
125382,0.65,4,267,2,0,1
125383,0.65,4,233,3,0,1
125384,0.87,3,141,2,0,1
125385,0.66,5,249,2,0,1
125386,0.83,3,102,4,0,1
125387,0.89,3,268,3,0,0
125388,0.91,4,139,3,0,1
125389,0.91,3,168,2,0,0
125390,0.83,4,259,2,0,1
125391,0.87,4,248,2,0,0
125392,0.62,3,274,3,0,0
125393,0.54,3,169,2,0,0
125394,0.84,5,190,3,0,0
125395,0.33,2,114,5,0,0
125396,0.79,4,191,6,0,1
125397,0.31,2,263,3,0,0
125398,0.68,3,166,2,0,1
125399,0.52,4,247,5,0,0
125400,0.54,3,203,4,0,1
125401,0.73,4,181,4,0,1
125402,0.49,3,229,3,1,0
125403,0.37,2,159,2,0,0
125404,0.53,3,151,3,0,1
125405,0.58,4,222,3,1,1
125406,0.2,2,163,2,0,0
125407,0.91,4,163,5,0,1
125408,0.53,2,138,2,0,1
125409,0.99,4,136,3,0,1
125410,0.97,3,207,4,0,0
125411,0.18,3,245,4,1,0
125412,0.83,6,130,5,0,0
125413,0.49,4,285,3,0,1
125414,0.74,3,204,4,0,1
125415,0.7,3,183,3,0,0
125416,0.97,3,246,2,0,0
125417,0.92,3,250,4,0,0
125418,0.94,3,176,3,0,0
125419,1,3,177,2,0,1
125420,0.5,3,169,4,0,1
125421,0.77,3,142,3,0,0
125422,0.68,5,135,4,1,0
125423,0.57,3,167,3,0,0
125424,0.57,5,191,4,0,1
125425,0.48,3,224,6,0,0
125426,0.7,5,234,6,1,0
125427,0.68,3,161,2,1,0
125428,0.62,3,124,3,0,0
125429,0.61,4,242,3,0,0
125430,0.83,2,186,2,0,1
125431,0.99,5,254,5,0,0
125432,0.58,4,170,2,0,1
125433,0.93,4,225,2,0,0
125434,0.66,4,263,3,0,0
125435,0.52,4,148,3,0,1
125436,0.5,5,216,3,0,0
125437,0.16,5,257,4,0,0
125438,0.62,4,173,2,0,0
125439,0.49,6,188,3,0,1
125440,0.56,4,188,2,1,0
125441,0.96,4,108,6,0,0
125442,0.5,5,179,3,0,1
125443,0.99,4,195,2,0,0
125444,0.54,3,265,3,0,1
125445,0.52,4,285,2,0,1
125446,0.81,5,202,4,0,1
125447,0.5,4,271,2,0,0
125448,0.51,3,202,4,0,0
125449,0.41,6,171,2,0,1
125450,0.62,2,180,2,1,0
125451,0.56,3,269,3,1,0
125452,0.96,3,231,3,0,1
125453,0.58,2,249,2,0,1
125454,0.66,3,228,2,0,1
125455,0.56,2,264,2,0,0
125456,0.56,4,210,3,1,0
125457,0.67,3,256,3,0,0
125458,0.72,5,137,3,0,1
125459,0.59,4,272,3,0,1
125460,0.95,5,185,2,0,0
125461,1,3,264,4,0,0
125462,0.56,3,238,3,0,0
125463,0.52,4,98,3,0,0
125464,0.88,4,248,2,0,0
125465,0.58,4,271,2,0,0
125466,0.86,3,180,2,0,1
125467,0.19,5,181,4,1,1
125468,0.6,4,182,3,0,1
125469,0.82,3,204,4,0,0
125470,0.64,4,170,3,0,0
125471,0.83,4,139,3,0,0
125472,0.57,3,159,2,0,1
125473,0.98,3,254,3,0,0
125474,0.54,4,168,2,0,0
125475,0.72,3,256,2,0,0
125476,0.89,4,209,2,0,0
125477,0.41,3,193,3,1,0
125478,0.93,4,142,2,0,1
125479,0.9,3,274,3,0,1
125480,0.38,4,276,2,0,1
125481,0.52,4,155,3,1,0
125482,0.99,3,220,2,1,1
125483,0.69,2,271,2,0,1
125484,0.76,5,175,3,0,1
125485,0.42,3,128,2,1,1
125486,0.78,4,104,4,0,0
125487,0.37,3,173,6,0,0
125488,0.89,6,190,3,1,1
125489,0.93,5,167,3,0,1
125490,0.98,3,187,3,0,0
125491,0.65,3,259,3,0,0
125492,0.3,3,138,5,0,0
125493,0.97,5,251,2,0,1
125494,0.84,5,189,2,0,1
125495,0.76,4,149,3,0,1
125496,0.5,4,246,3,0,1
125497,0.48,3,146,3,0,1
125498,0.56,4,204,4,0,0
125499,0.99,4,184,3,0,0
125500,0.65,4,174,3,0,0
125501,0.92,3,196,2,0,1
125502,0.88,3,223,3,0,0
125503,0.99,3,198,3,0,0
125504,0.96,5,141,2,1,1
125505,0.55,4,273,2,0,1
125506,0.71,4,209,3,0,1
125507,0.72,3,135,4,0,1
125508,0.23,5,100,3,0,1
125509,0.78,3,193,3,0,0
125510,0.82,3,229,2,0,0
125511,0.49,4,104,4,0,1
125512,0.96,4,201,2,0,0
125513,0.5,3,206,3,1,1
125514,0.98,5,141,3,0,1
125515,0.85,4,150,3,0,0
125516,0.72,3,166,3,0,1
125517,0.78,4,252,2,0,1
125518,0.62,2,106,2,0,0
125519,0.64,5,171,6,1,1
125520,0.24,4,232,3,0,1
125521,0.84,5,172,2,0,0
125522,0.61,4,239,2,0,0
125523,0.79,4,222,3,0,0
125524,0.86,3,152,3,0,1
125525,0.7,3,198,3,1,0
125526,0.53,5,143,4,0,0
125527,0.58,3,157,4,0,0
125528,0.45,5,268,2,0,1
125529,0.86,4,183,3,0,0
125530,0.95,4,238,2,0,0
125531,0.51,4,214,2,0,1
125532,0.35,6,244,3,0,1
125533,0.99,3,221,3,0,0
125534,0.73,4,200,2,1,0
125535,0.44,2,226,3,0,1
125536,0.43,4,121,5,1,0
125537,0.81,5,249,2,0,1
125538,0.77,3,204,3,0,0
125539,0.52,5,256,3,0,0
125540,0.21,2,211,2,0,1
125541,0.88,3,162,3,0,0
125542,0.48,5,235,2,0,0
125543,0.21,5,226,3,0,1
125544,0.81,4,242,3,0,1
125545,0.38,3,173,5,0,0
125546,0.67,5,167,2,0,1
125547,0.87,4,256,2,0,0
125548,0.85,2,229,6,0,1
125549,0.52,5,176,3,0,1
125550,0.9,3,133,4,0,0
125551,0.85,5,203,3,0,1
125552,0.77,3,210,3,1,0
125553,0.61,4,198,2,0,1
125554,0.74,3,175,3,1,0
125555,0.56,5,245,3,0,0
125556,0.28,4,102,3,0,1
125557,0.86,2,192,3,0,0
125558,0.63,4,160,2,0,1
125559,0.85,3,211,2,0,0
125560,0.84,6,261,5,0,1
125561,0.98,4,191,3,0,1
125562,0.51,5,225,4,0,1
125563,0.71,4,157,2,0,1
125564,0.88,3,248,4,0,0
125565,0.16,2,159,6,1,0
125566,0.98,4,254,2,1,1
125567,0.81,3,203,3,0,1
125568,0.17,2,126,5,0,0
125569,0.22,6,212,4,0,0
125570,0.67,5,225,3,0,1
125571,0.72,5,193,2,0,1
125572,0.67,3,147,3,0,1
125573,0.47,2,156,2,0,0
125574,0.51,3,234,2,1,1
125575,0.88,5,246,3,0,0
125576,0.48,4,231,4,0,0
125577,0.66,4,209,3,0,0
125578,0.58,3,144,3,0,0
125579,0.23,2,234,4,0,1
125580,0.86,5,230,2,0,1
125581,0.81,2,156,5,0,0
125582,0.75,6,138,4,1,0
125583,0.49,2,233,4,1,0
125584,0.31,3,262,5,0,1
125585,0.83,6,215,5,0,1
125586,0.7,4,227,3,0,1
125587,0.49,3,199,3,0,1
125588,0.57,3,238,2,0,1
125589,0.37,6,100,5,1,0
125590,0.69,3,179,2,1,1
125591,0.62,4,107,2,0,1
125592,0.5,4,274,4,0,0
125593,0.81,4,272,2,0,0
125594,0.2,6,264,3,0,1
125595,0.22,2,255,5,0,0
125596,0.63,5,215,2,1,0
125597,0.68,3,156,4,0,1
125598,0.52,3,146,2,1,1
125599,0.22,6,217,6,0,0
125600,0.51,3,206,4,0,0
125601,0.66,4,239,3,0,1
125602,0.26,2,232,3,1,0
125603,0.42,3,160,2,0,1
125604,0.86,5,237,3,1,1
125605,0.52,3,162,4,1,1
125606,0.95,3,138,4,1,1
125607,0.63,2,228,2,1,1
125608,1,3,151,2,1,0
125609,0.54,3,169,2,1,1
125610,0.9,3,147,4,0,0
125611,0.49,6,205,5,0,1
125612,0.81,3,140,2,0,0
125613,0.5,4,150,4,0,0
125614,0.7,4,191,3,1,1
125615,0.5,4,150,2,0,1
125616,0.98,2,255,3,0,1
125617,0.86,3,230,3,0,1
125618,0.93,3,202,5,0,0
125619,0.62,3,180,3,0,1
125620,0.64,3,179,3,0,1
125621,0.66,4,198,3,1,1
125622,0.65,4,267,2,0,0
125623,0.89,3,166,2,0,0
125624,0.77,4,162,2,0,0
125625,0.4,4,128,4,0,0
125626,0.36,4,114,4,0,1
125627,0.3,2,104,2,0,0
125628,0.9,4,139,3,1,0
125629,0.23,5,214,5,0,1
125630,0.24,2,175,5,0,0
125631,0.98,4,175,2,0,1
125632,0.49,2,186,2,0,0
125633,0.23,3,139,4,0,0
125634,0.79,3,202,3,0,0
125635,0.21,4,165,6,1,0
125636,0.38,5,238,2,0,1
125637,0.17,4,179,4,0,0
125638,0.56,5,239,2,1,1
125639,0.97,5,195,2,1,1
125640,0.22,6,206,6,0,0
125641,0.84,3,194,3,0,1
125642,0.64,5,105,5,1,1
125643,0.78,5,256,3,0,0
125644,0.23,6,110,4,1,1
125645,0.99,6,185,4,1,0
125646,0.15,4,255,6,0,1
125647,0.24,3,174,6,0,1
125648,0.84,4,273,3,0,1
125649,0.82,2,248,6,0,1
125650,0.17,3,286,6,0,1
125651,0.72,5,248,2,0,1
125652,0.86,3,234,3,1,0
125653,0.75,3,162,3,0,1
125654,0.93,5,272,3,0,0
125655,0.75,3,260,3,1,1
125656,0.45,3,151,3,0,1
125657,0.44,2,140,4,0,0
125658,0.55,5,237,3,0,0
125659,0.78,5,252,2,0,1
125660,0.5,4,178,3,0,1
125661,0.96,4,268,3,0,0
125662,0.72,5,244,4,0,0
125663,0.77,3,225,3,0,0
125664,0.89,5,223,3,0,1
125665,0.58,4,149,6,0,0
125666,0.75,5,190,3,0,1
125667,0.77,4,167,3,0,0
125668,0.76,4,161,3,0,0
125669,0.87,4,218,2,0,1
125670,0.95,3,212,3,0,0
125671,0.73,3,150,3,0,0
125672,0.2,5,181,6,0,0
125673,0.55,3,120,6,1,0
125674,0.21,3,229,5,0,0
125675,0.91,3,139,5,1,0
125676,0.61,4,151,3,0,0
125677,0.89,4,230,3,0,1
125678,0.65,4,193,2,0,1
125679,0.7,4,229,2,0,1
125680,0.79,3,222,4,0,1
125681,0.99,3,200,2,0,1
125682,0.52,4,134,4,0,1
125683,0.71,3,219,3,0,1
125684,0.21,5,197,4,0,1
125685,0.4,3,283,5,0,0
125686,0.74,4,149,3,0,1
125687,0.79,4,161,3,0,1
125688,0.88,5,264,3,0,1
125689,0.89,4,137,2,0,1
125690,0.61,3,144,2,0,0
125691,0.48,4,105,5,1,0
125692,0.81,6,196,2,0,1
125693,0.71,3,250,3,0,1
125694,0.92,3,253,3,0,1
125695,0.99,4,199,4,0,0
125696,0.74,6,130,2,0,1
125697,1,3,257,4,0,0
125698,0.81,3,127,4,0,1
125699,0.59,2,153,2,0,1
125700,0.9,5,260,2,0,0
125701,0.98,4,247,2,0,0
125702,0.56,3,250,4,0,0
125703,0.86,4,136,4,0,0
125704,0.82,3,210,3,0,0
125705,0.94,4,183,3,0,0
125706,0.68,4,255,3,0,0
125707,0.81,5,109,2,0,1
125708,0.59,3,173,3,0,0
125709,0.54,4,266,2,0,1
125710,0.77,5,257,2,0,1
125711,0.62,6,103,4,0,1
125712,0.58,5,105,6,0,0
125713,0.63,3,269,2,0,0
125714,0.78,4,154,2,0,1
125715,0.82,5,232,3,0,1
125716,0.73,3,215,4,0,1
125717,0.53,4,272,2,1,1
125718,0.88,4,221,2,0,1
125719,0.65,4,200,4,0,1
125720,0.57,5,254,5,0,0
125721,0.93,5,187,3,0,1
125722,0.83,2,192,2,0,1
125723,0.73,5,232,4,0,1
125724,0.78,4,221,3,1,1
125725,0.9,3,233,5,1,1
125726,0.59,3,166,3,1,1
125727,0.67,2,173,3,0,0
125728,0.59,4,184,2,0,0
125729,0.53,4,257,3,1,1
125730,0.56,4,226,2,0,0
125731,0.72,3,221,3,0,0
125732,0.81,2,205,5,1,0
125733,0.54,3,158,3,0,0
125734,0.91,3,199,3,0,1
125735,0.51,3,192,3,0,0
125736,0.59,4,190,5,0,0
125737,0.64,5,222,3,0,0
125738,0.95,5,225,3,0,0
125739,0.75,3,274,2,0,0
125740,0.44,3,197,2,0,1
125741,0.55,4,176,3,0,1
125742,0.6,3,226,2,0,1
125743,0.84,5,186,2,0,1
125744,0.49,3,226,3,0,0
125745,0.75,4,209,3,0,0
125746,0.35,5,182,5,0,0
125747,0.68,3,232,3,0,0
125748,0.52,2,286,3,0,1
125749,0.78,3,177,3,0,0
125750,0.44,6,268,4,1,0
125751,0.18,5,267,4,0,0
125752,0.37,4,211,4,0,1
125753,0.71,3,246,3,0,1
125754,0.55,5,220,3,0,1
125755,0.98,3,197,2,0,0
125756,0.88,3,188,3,0,1
125757,0.79,5,212,5,0,1
125758,0.96,3,230,3,0,0
125759,0.3,6,178,2,0,0
125760,0.59,4,226,2,0,1
125761,0.72,4,202,3,0,0
125762,0.59,4,191,2,0,0
125763,0.93,2,150,3,0,0
125764,0.49,5,235,5,0,1
125765,0.73,3,258,3,0,1
125766,0.53,5,247,3,0,1
125767,0.77,6,271,3,0,0
125768,0.45,6,129,5,0,1
125769,0.95,5,246,3,0,0
125770,0.86,5,157,4,0,0
125771,0.59,4,233,4,0,1
125772,0.95,4,153,3,0,0
125773,0.7,4,142,2,1,1
125774,0.56,5,241,3,1,0
125775,0.5,3,186,2,0,1
125776,0.76,4,154,3,0,0
125777,0.85,5,263,3,0,0
125778,0.98,5,150,3,0,0
125779,0.65,2,277,2,0,1
125780,0.44,4,240,5,1,1
125781,0.55,3,222,2,0,1
125782,0.16,4,140,5,1,0
125783,0.16,6,213,2,0,1
125784,0.75,4,272,4,1,0
125785,0.59,4,261,2,0,0
125786,0.48,3,236,2,0,0
125787,0.18,6,154,5,0,0
125788,0.8,3,271,2,0,1
125789,0.8,3,154,2,0,1
125790,0.15,4,207,4,0,0
125791,0.62,4,181,2,0,1
125792,0.21,6,165,4,1,1
125793,0.9,3,203,2,0,0
125794,0.51,4,197,2,0,1
125795,0.99,4,177,3,0,0
125796,0.71,4,273,2,1,1
125797,0.89,4,141,2,0,0
125798,0.74,4,158,3,0,1
125799,0.84,3,243,2,0,1
125800,0.4,3,188,3,0,0
125801,1,4,216,2,0,0
125802,0.48,5,286,3,0,1
125803,0.99,3,262,2,0,0
125804,0.73,5,173,3,0,1
125805,0.84,3,247,4,0,1
125806,0.55,3,237,4,0,0
125807,0.44,5,119,2,0,0
125808,0.95,4,227,3,0,0
125809,0.76,4,195,3,0,0
125810,0.94,6,217,5,0,1
125811,0.85,4,267,3,0,0
125812,0.57,3,154,2,0,1
125813,0.67,5,161,2,0,0
125814,0.7,3,179,3,1,0
125815,0.67,4,214,3,1,0
125816,0.72,3,167,3,0,1
125817,0.71,6,203,3,0,0
125818,0.51,4,231,3,0,1
125819,0.98,4,263,2,1,1
125820,0.52,2,227,4,0,1
125821,0.21,4,235,4,0,1
125822,0.43,6,127,3,1,1
125823,0.91,4,158,3,1,1
125824,0.74,4,105,5,0,0
125825,0.34,3,257,5,0,1
125826,0.28,4,260,2,0,0
125827,0.7,6,145,3,0,0
125828,0.53,2,201,3,1,1
125829,0.97,4,241,4,0,1
125830,0.96,3,214,2,0,1
125831,0.74,4,166,3,0,1
125832,0.79,4,173,4,0,0
125833,0.61,4,181,5,0,1
125834,0.36,4,114,4,1,1
125835,0.15,5,267,4,0,0
125836,0.61,4,216,2,0,0
125837,0.59,4,265,3,0,0
125838,0.58,5,272,2,1,0
125839,0.49,4,229,2,0,0
125840,0.92,5,174,3,1,0
125841,0.72,3,264,3,0,0
125842,0.77,5,221,5,0,1
125843,0.6,3,202,3,0,1
125844,0.21,3,262,3,0,1
125845,0.83,3,150,3,0,0
125846,0.71,3,251,3,0,0
125847,0.94,2,230,2,1,1
125848,0.59,3,185,2,0,0
125849,0.59,4,216,2,1,0
125850,0.99,3,181,3,1,0
125851,0.64,5,140,4,0,0
125852,0.54,4,160,3,0,1
125853,0.78,3,192,2,0,1
125854,0.7,6,257,4,0,1
125855,0.9,5,236,6,0,0
125856,0.14,6,160,5,0,0
125857,0.33,3,125,3,0,1
125858,0.73,4,139,2,0,1
125859,0.8,4,217,3,0,1
125860,0.17,6,246,5,0,1
125861,0.34,4,284,4,0,0
125862,0.61,3,263,3,0,0
125863,0.18,4,241,6,0,1
125864,0.72,3,258,3,0,1
125865,0.32,4,136,3,0,1
125866,0.85,2,223,3,1,1
125867,0.85,5,170,4,0,1
125868,0.8,4,194,3,1,1
125869,0.36,4,218,5,0,0
125870,0.8,6,178,5,0,1
125871,0.55,3,181,3,1,0
125872,0.69,3,183,4,1,1
125873,0.71,2,198,2,1,0
125874,0.74,3,203,3,0,1
125875,0.76,5,204,3,0,1
125876,0.81,3,257,3,0,0
125877,0.59,4,169,2,0,0
125878,0.97,4,203,2,0,1
125879,0.98,4,260,2,1,1
125880,0.96,5,202,2,0,0
125881,0.82,4,199,2,0,0
125882,0.97,2,270,4,0,0
125883,0.74,5,258,2,0,0
125884,0.14,4,108,6,0,0
125885,0.3,3,232,3,0,0
125886,0.74,4,149,2,0,0
125887,0.85,4,214,3,0,1
125888,0.69,4,136,2,0,1
125889,0.6,4,164,4,0,1
125890,0.53,3,236,6,0,0
125891,0.94,3,270,3,0,1
125892,0.57,5,156,4,0,1
125893,0.2,3,250,5,0,1
125894,0.82,4,196,3,0,1
125895,0.62,5,169,2,0,1
125896,0.88,2,144,3,0,1
125897,0.82,4,160,3,0,0
125898,0.62,3,142,6,1,1
125899,0.74,5,165,2,0,1
125900,0.91,4,163,3,0,0
125901,0.7,3,263,3,0,0
125902,0.84,3,178,2,0,0
125903,0.35,3,109,3,0,1
125904,0.28,4,206,5,0,0
125905,0.37,3,168,3,0,0
125906,0.75,4,155,2,1,1
125907,0.34,4,154,2,0,0
125908,0.55,4,179,3,0,1
125909,0.97,3,168,3,0,1
125910,0.91,3,158,3,0,1
125911,0.48,3,180,2,1,1
125912,0.53,4,227,3,0,1
125913,0.84,3,139,2,0,1
125914,0.31,3,120,3,0,0
125915,0.81,4,255,4,1,0
125916,0.78,5,273,2,0,0
125917,0.64,3,272,3,0,1
125918,0.41,4,231,6,0,1
125919,0.74,5,281,3,1,0
125920,0.89,3,208,3,0,1
125921,0.26,4,215,4,1,1
125922,0.72,5,111,5,0,1
125923,0.84,2,168,3,0,1
125924,0.52,2,144,4,0,0
125925,0.65,3,266,3,1,0
125926,0.66,3,169,2,1,0
125927,0.86,4,162,2,0,1
125928,0.91,3,243,3,0,0
125929,0.84,3,186,3,1,0
125930,0.87,4,231,4,0,1
125931,0.57,4,167,3,0,1
125932,0.68,3,139,3,0,1
125933,1,5,182,3,1,1
125934,0.86,4,261,2,0,1
125935,0.7,4,248,3,0,0
125936,0.28,2,164,4,0,1
125937,0.84,3,230,3,0,1
125938,0.68,3,226,2,0,1
125939,0.45,2,98,3,0,0
125940,0.37,5,117,3,0,1
125941,0.98,4,200,2,0,1
125942,0.67,3,206,3,1,1
125943,0.74,4,142,3,0,1
125944,0.48,2,174,3,0,0
125945,0.22,5,284,6,0,0
125946,0.14,5,163,6,0,1
125947,0.93,5,189,2,0,0
125948,0.83,4,189,4,0,1
125949,0.94,3,256,3,0,0
125950,0.7,3,215,2,0,0
125951,0.74,4,221,2,1,0
125952,0.83,4,263,3,0,0
125953,0.97,3,208,3,0,0
125954,0.61,3,216,4,0,0
125955,0.77,2,242,2,0,1
125956,0.66,2,135,6,0,0
125957,0.92,3,190,3,0,0
125958,0.62,3,108,2,1,0
125959,0.15,6,195,2,0,1
125960,0.82,3,160,4,0,1
125961,0.7,5,273,2,0,0
125962,0.18,2,177,6,0,0
125963,0.99,3,163,2,0,0
125964,0.22,4,106,2,0,1
125965,0.61,5,236,2,0,0
125966,0.78,3,132,2,0,1
125967,0.84,3,253,2,0,0
125968,0.87,4,151,4,0,0
125969,0.73,4,266,3,0,1
125970,0.7,3,141,2,1,1
125971,0.98,5,217,3,0,1
125972,0.85,3,258,3,0,0
125973,0.56,5,275,2,0,0
125974,0.48,4,210,2,0,1
125975,0.65,3,243,3,0,0
125976,0.84,3,234,3,1,1
125977,0.17,4,274,3,0,0
125978,0.84,4,261,2,0,0
125979,0.96,3,158,3,1,1
125980,0.62,5,251,2,0,0
125981,0.57,3,158,3,0,1
125982,0.98,3,246,3,0,1
125983,0.72,4,227,3,0,0
125984,0.43,4,169,5,0,0
125985,0.68,5,187,4,0,1
125986,0.69,4,238,3,0,1
125987,0.91,4,139,3,0,0
125988,0.42,2,284,3,0,1
125989,0.8,4,255,5,1,1
125990,0.79,5,230,2,0,0
125991,1,3,272,3,0,0
125992,0.63,4,155,3,0,0
125993,0.61,6,163,6,0,0
125994,0.78,4,260,3,0,1
125995,0.72,5,223,3,1,0
125996,0.64,4,247,2,1,1
125997,0.79,3,126,5,0,0
125998,0.64,3,147,2,0,0
125999,0.82,4,259,3,0,0
126000,0.51,4,196,2,0,0
126001,0.18,6,227,2,0,0
126002,0.67,5,161,3,1,0
126003,0.65,3,213,2,0,0
126004,0.7,4,183,2,0,1
126005,0.59,3,194,2,1,0
126006,0.56,3,237,3,0,0
126007,0.17,5,273,4,0,1
126008,0.8,2,166,3,0,0
126009,0.91,5,169,4,0,1
126010,0.51,3,154,3,1,0
126011,0.76,3,201,6,1,1
126012,0.82,3,178,2,0,0
126013,0.44,3,161,3,0,0
126014,0.5,4,269,3,0,1
126015,0.54,3,203,3,1,1
126016,0.56,4,271,2,1,1
126017,0.77,6,181,4,0,1
126018,0.39,4,135,2,0,0
126019,0.52,3,275,2,0,1
126020,0.63,3,252,2,0,0
126021,0.49,2,129,2,0,1
126022,0.2,4,230,4,0,1
126023,0.21,3,287,5,0,0
126024,0.85,5,156,2,0,0
126025,0.54,2,279,3,1,0
126026,0.23,5,156,4,0,1
126027,0.65,3,168,2,0,1
126028,0.19,6,259,3,1,0
126029,0.76,4,188,3,0,1
126030,0.83,4,149,3,0,1
126031,0.97,3,157,4,0,0
126032,0.67,3,201,4,0,0
126033,0.53,3,185,3,0,1
126034,0.34,2,160,3,1,1
126035,0.58,5,251,3,0,1
126036,0.96,5,145,3,1,1
126037,0.72,3,269,3,1,0
126038,0.58,3,213,2,0,1
126039,0.39,6,276,6,0,1
126040,0.24,5,232,3,0,0
126041,0.64,4,184,3,0,1
126042,0.98,3,260,3,0,1
126043,0.64,3,214,2,0,1
126044,0.56,2,194,2,0,0
126045,0.53,5,181,2,0,0
126046,0.62,4,215,3,0,0
126047,0.85,3,194,4,0,1
126048,0.76,4,190,3,0,0
126049,0.69,3,260,4,0,0
126050,0.35,2,171,3,0,1
126051,0.54,2,193,4,0,0
126052,0.63,3,252,3,0,1
126053,0.58,5,171,2,0,0
126054,0.7,3,185,4,0,1
126055,0.48,4,152,4,0,0
126056,0.59,4,183,2,0,0
126057,0.96,4,145,2,0,0
126058,0.99,3,190,4,0,0
126059,0.73,4,214,5,0,0
126060,0.7,2,139,2,0,0
126061,0.85,5,236,4,0,1
126062,0.66,3,156,3,1,0
126063,0.94,2,221,2,0,0
126064,0.54,6,278,2,0,1
126065,0.78,4,129,2,0,0
126066,0.64,3,213,4,0,0
126067,0.68,3,146,3,0,1
126068,0.92,4,159,3,0,0
126069,0.72,3,198,2,0,1
126070,0.78,6,251,4,0,1
126071,0.35,2,124,3,0,0
126072,0.97,5,223,2,0,0
